Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome
CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	CAM-140	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140	Sim	172.16.2.179	CAM-140 PERÍMETRO BIO ENERGIA A	CAM-140
CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	CAM-141	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141	Sim	172.16.2.188	CAM-141 PÁTIO ESTOCAGEM BIO MASSA	CAM-141
CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	CAM-142	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142	Sim	172.16.2.193	CAM-142 PÁTIO ESTOCAGEM BIO MASSA 02	CAM-142
CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	CAM-143	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143	Sim	172.16.2.137	CAM-143 A/B - PER (FUNDOS BOOLEVARD)	CAM-143
CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	CAM-144	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144	Sim	172.16.2.192	CAM-144 PERÍMETRO BIO ENERGIA B	CAM-144
CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	CAM-145	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145	Sim	172.16.2.196	CAM-145 SPEED DOME PIER DE PEDRA	CAM-145
CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	CAM-146	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146	Sim	172.16.2.196	CAM-146 PIER DE PEDRA	CAM-146
CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	CAM-147	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147	Não	172.16.2.191	CAM-147 PANORÂMICA BIO ENERGIA	CAM-147
CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	CAM-148	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148	Não	172.16.2.190	CAM-148 RUA PRINCIPAL BIO ENERGIA P2	CAM-148
CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	CAM-149	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149	Não	172.16.2.189	CAM-149 RUA DE ACESSO BIO / ATEM	CAM-149
CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	CAM-150	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150	Não	172.16.2.191	CAM-150 PANORÂMICA FIXA	CAM-150
CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	CAM-151	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151	Não	172.16.2.194	CAM-151 PORTÃO DE ENTRADA BIO ENERGIA	CAM-151
CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	CAM-152	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152	Não	172.16.2.195	CAM-152 RUA PRINCIPAL BIO ENERGIA	CAM-152
CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	CAM-153	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153	Não	172.16.2.197	CAM153 SPEED DOME PORTÃO DE ENTRADA BIO ENERGIA	CAM-153
