Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome	Nome	Nome	Em Funcionamento	Endereço	Descrição	Nome	Em Funcionamento	Endereço	Descrição	Nome
CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	CAM-089	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089	Sim	172.16.2.89	CAM-089 PIER II MAR II	CAM-089
CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	CAM-090	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090	Sim	172.16.2.90	CAM-090 DUTOVIA I SENTINDO PIER I	CAM-090
CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	CAM-091	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091	Sim	172.16.2.91	CAM-091 DUTOVIA II SENTINDO PIER I	CAM-091
CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	CAM-092	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092	Sim	172.16.2.92	CAM-092 DUTOVIA III	CAM-092
CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	CAM-093	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093	Sim	172.16.2.93	CAM-093 DUTOVIA IV SENTINDO PIER I	CAM-093
CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	CAM-094	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094	Sim	172.16.2.94	CAM-094 DUTOVIA V SENTINDO PIER I	CAM-094
CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	CAM-095	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095	Sim	172.16.2.95	CAM-095 PIER I TERRA I	CAM-095
CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	CAM-096	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096	Sim	172.16.2.96	CAM-096 PIER I TERRA I	CAM-096
CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	CAM-097	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097	Sim	172.16.2.97	CAM-097 PIER I MAR II	CAM-097
CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	CAM-098	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098	Sim	172.16.2.98	CAM-098 PIER I MAR II	CAM-098
CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	CAM-099	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099	Sim	172.16.2.99	CAM-099 SPEED PIER I	CAM-099
CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	CAM-100	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100	Sim	172.16.2.100	CAM-100 ACESSO DUTOVIA II	CAM-100
CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	CAM-101	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101	Sim	172.16.2.101	CAM-101 PERIMETRO AREA ALFANDEGADA SENTIDO PLATAFORMA II E PIER DO TERRENO	CAM-101
CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	CAM-102	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102	Sim	172.16.2.102	CAM-102 SPEED DOME AREA ALFANDEGADA , PIER 1 E 2 LATERA DO TERRENO	CAM-102
